player_name,shot_type,fga,fgm,pps,fg_pct,rate
Dirk Nowitzki,3pt_above,4623,1749,1.1349772874756652,0.3783257624918884,0.19478385438611276
Buddy Hield,3pt_above,4364,1674,1.1507791017415216,0.38359303391384053,0.4856983861992209
Kyle Korver,3pt_above,4063,1669,1.2323406349987693,0.41078021166625645,0.43801207416990084
CJ McCollum,3pt_above,4245,1660,1.1731448763250882,0.3910482921083628,0.3273947246645072
Chris Paul,3pt_above,4447,1642,1.1077130649876321,0.3692376883292107,0.25629646706241715
Kobe Bryant,3pt_above,4964,1629,0.984488315874295,0.3281627719580983,0.1894801129857241
Jamal Crawford,3pt_above,4697,1579,1.0085160740898447,0.33617202469661484,0.2854451534487998
Kyrie Irving,3pt_above,4043,1574,1.1679445955973287,0.38931486519910957,0.28252969951083157
Kemba Walker,3pt_above,4322,1547,1.0738084220268393,0.35793614067561313,0.36155261837041996
Jason Terry,3pt_above,4206,1541,1.0991440798858774,0.3663813599619591,0.2699614890885751
Steve Nash,3pt_above,3583,1531,1.281886687133687,0.4272955623778956,0.27792429413589825
Chauncey Billups,3pt_above,3970,1523,1.1508816120906802,0.3836272040302267,0.3478794251664914
JJ Redick,3pt_above,3787,1515,1.2001584367573277,0.40005281225244255,0.42265625
JR Smith,3pt_above,4176,1512,1.0862068965517242,0.3620689655172414,0.39912071107712893
Mike Conley,3pt_above,3997,1498,1.1243432574430823,0.37478108581436076,0.3027342270696054
Carmelo Anthony,3pt_above,4214,1477,1.0514950166112957,0.3504983388704319,0.1861060813496445
Jason Kidd,3pt_above,4115,1458,1.0629404617253948,0.3543134872417983,0.30692921608115165
Donovan Mitchell,3pt_above,3970,1436,1.0851385390428212,0.36171284634760703,0.3776636225266362
Tim Hardaway Jr.,3pt_above,3973,1412,1.0661968285930028,0.35539894286433427,0.42914236336141715
D'Angelo Russell,3pt_above,3860,1391,1.0810880829015543,0.36036269430051815,0.4219962829342954
Bradley Beal,3pt_above,3618,1330,1.1028192371475953,0.3676064123825318,0.2648415196544909
Jayson Tatum,3pt_above,3645,1327,1.0921810699588477,0.3640603566529492,0.349506184677342
Kevin Love,3pt_above,3621,1311,1.0861640430820216,0.3620546810273405,0.3126133126133126
Mike Miller,3pt_above,3224,1302,1.2115384615384615,0.40384615384615385,0.36858351434777636
Jrue Holiday,3pt_above,3458,1263,1.09572006940428,0.36524002313475995,0.2483125089760161
Zach LaVine,3pt_above,3290,1238,1.1288753799392097,0.3762917933130699,0.3184590068725196
Peja Stojakovic,3pt_above,3130,1231,1.1798722044728434,0.3932907348242812,0.29205934496594194
Devin Booker,3pt_above,3533,1229,1.043589017831871,0.34786300594395697,0.2851493139628733
Wesley Matthews,3pt_above,3404,1226,1.0804935370152762,0.3601645123384254,0.37320469246793114
Danilo Gallinari,3pt_above,3193,1210,1.1368618853742563,0.3789539617914187,0.38632788868723533
Antoine Walker,3pt_above,3652,1194,0.9808324205914567,0.32694414019715223,0.24824960913602068
Trae Young,3pt_above,3440,1194,1.041279069767442,0.3470930232558139,0.38500279798545045
Mike Bibby,3pt_above,3171,1182,1.118259224219489,0.3727530747398297,0.25549915397631134
Baron Davis,3pt_above,3696,1181,0.9586038961038961,0.31953463203463206,0.30926282319471177
Manu Ginobili,3pt_above,3194,1164,1.0932999373825925,0.36443331246086413,0.31133638756214055
Fred VanVleet,3pt_above,3195,1161,1.0901408450704226,0.36338028169014086,0.46405228758169936
Nicolas Batum,3pt_above,3273,1156,1.0595783684692943,0.35319278948976474,0.3580179391817983
Joe Johnson,3pt_above,3298,1155,1.050636749545179,0.35021224984839294,0.186117381489842
Russell Westbrook,3pt_above,3832,1151,0.9010960334029228,0.3003653444676409,0.17833209233060313
Luka Doncic,3pt_above,3312,1151,1.042572463768116,0.34752415458937197,0.39922854387656703
Rashard Lewis,3pt_above,3060,1142,1.119607843137255,0.373202614379085,0.2452316076294278
Jordan Clarkson,3pt_above,3420,1135,0.9956140350877193,0.33187134502923976,0.3323938186412674
Jason Richardson,3pt_above,3119,1123,1.0801538954793204,0.36005129849310674,0.24597791798107255
Patty Mills,3pt_above,3017,1111,1.104739807756049,0.3682466025853497,0.44749332542272324
Jason Williams,3pt_above,3370,1088,0.9685459940652819,0.3228486646884273,0.4377191843096506
Khris Middleton,3pt_above,2887,1085,1.1274679598198822,0.37582265327329406,0.28340041229017376
Ryan Anderson,3pt_above,2868,1083,1.1328451882845187,0.3776150627615063,0.43900198989744377
Lou Williams,3pt_above,3181,1076,1.0147752279157498,0.3382584093052499,0.2641807158873848
Robert Covington,3pt_above,2975,1061,1.0699159663865547,0.3566386554621849,0.544273691913648
Evan Fournier,3pt_above,2846,1029,1.084680252986648,0.36156008432888265,0.3639851643432664
Terrence Ross,3pt_above,2876,1019,1.0629346314325452,0.3543115438108484,0.40933674921719326
Brent Barry,3pt_above,2528,1014,1.2033227848101267,0.40110759493670883,0.4431977559607293
Malik Beasley,3pt_above,2716,1012,1.117820324005891,0.37260677466863035,0.4763240968081375
Deron Williams,3pt_above,2892,1011,1.0487551867219918,0.3495850622406639,0.26377234585917547
Tracy McGrady,3pt_above,3002,1009,1.008327781479014,0.33610926049300466,0.1947706481541556
D.J. Augustin,3pt_above,2691,1009,1.124860646599777,0.3749535488665923,0.370355078447564
Kentavious Caldwell-Pope,3pt_above,2881,1006,1.0475529330093718,0.3491843110031239,0.3399008966493629
Hedo Turkoglu,3pt_above,2650,994,1.1252830188679246,0.3750943396226415,0.29333628514500776
Karl-Anthony Towns,3pt_above,2475,993,1.2036363636363636,0.4012121212121212,0.23745562697879688
Gilbert Arenas,3pt_above,2741,981,1.0736957314848596,0.3578985771616198,0.30971751412429377
Anthony Edwards,3pt_above,2690,978,1.0907063197026021,0.3635687732342007,0.37533137993581694
Jamal Murray,3pt_above,2613,976,1.1205510907003444,0.3735170302334481,0.3351288957291266
Terry Rozier,3pt_above,2693,966,1.0761232825844782,0.35870776086149275,0.33478368970661365
Damon Stoudamire,3pt_above,2732,958,1.0519765739385065,0.3506588579795022,0.2865834469736704
Jameer Nelson,3pt_above,2652,957,1.082579185520362,0.3608597285067873,0.30517836593785963
Reggie Miller,3pt_above,2497,955,1.1473768522226673,0.3824589507408891,0.3091877166914314
Mike Dunleavy,3pt_above,2577,945,1.1001164144353899,0.36670547147846333,0.2887718511878082
Nick Van Exel,3pt_above,2602,944,1.0883935434281322,0.3627978478093774,0.3115421455938697
Marcus Morris Sr.,3pt_above,2503,944,1.1314422692768678,0.37714742309228927,0.29822471106874776
Reggie Jackson,3pt_above,2785,937,1.0093357271095154,0.3364452423698384,0.29004374088731516
Bojan Bogdanovic,3pt_above,2496,929,1.1165865384615385,0.37219551282051283,0.2963666587508905
CJ Miles,3pt_above,2720,928,1.0235294117647058,0.3411764705882353,0.3879617743545857
Stephen Jackson,3pt_above,2874,926,0.9665970772442589,0.3221990257480863,0.25863930885529157
Rasheed Wallace,3pt_above,2675,925,1.0373831775700935,0.34579439252336447,0.20634063560629434
Danny Green,3pt_above,2415,924,1.1478260869565218,0.3826086956521739,0.39950372208436724
Trevor Ariza,3pt_above,2844,917,0.9672995780590717,0.32243319268635723,0.2901448683942053
Quentin Richardson,3pt_above,2609,914,1.0509773859716367,0.35032579532387886,0.35443553864964
Duncan Robinson,3pt_above,2333,914,1.1753107586798115,0.39177025289327044,0.6219674753399094
Eddie Jones,3pt_above,2541,910,1.0743801652892562,0.3581267217630854,0.25778634472963374
Lauri Markkanen,3pt_above,2531,907,1.075069142631371,0.3583563808771237,0.40783113116339026
Michael Finley,3pt_above,2492,902,1.0858747993579454,0.3619582664526485,0.17651225386032016
Antawn Jamison,3pt_above,2606,900,1.0360706062931697,0.34535686876438987,0.15309599342027963
Marco Belinelli,3pt_above,2469,900,1.0935601458080195,0.3645200486026732,0.3548433457890198
Stephon Marbury,3pt_above,2771,899,0.9732948394081559,0.32443161313605196,0.20797057940558392
Kirk Hinrich,3pt_above,2452,896,1.0962479608482871,0.36541598694942906,0.28779342723004697
Goran Dragic,3pt_above,2521,893,1.0626735422451408,0.3542245140817136,0.25139609094535303
Channing Frye,3pt_above,2328,892,1.1494845360824741,0.38316151202749144,0.3498121712997746
Allen Iverson,3pt_above,2946,891,0.9073319755600815,0.3024439918533605,0.14799557922234502
Dirk Nowitzki,mid,12142,5686,0.9365837588535662,0.4682918794267831,0.5115867531810904
Kevin Garnett,mid,10752,4821,0.8967633928571429,0.44838169642857145,0.5268780320478267
Kobe Bryant,mid,10771,4376,0.8125522235632717,0.40627611178163586,0.4111382548286129
Carmelo Anthony,mid,9090,3776,0.8308030803080309,0.4154015401540154,0.40144857130238926
DeMar DeRozan,mid,8714,3666,0.8414046362175809,0.42070231810879044,0.4511753132442788
LaMarcus Aldridge,mid,8504,3629,0.853480714957667,0.4267403574788335,0.5040303461356093
Kevin Durant,mid,7365,3427,0.9306177868295995,0.46530889341479975,0.3507309871898662
Allen Iverson,mid,7986,3111,0.7791134485349361,0.38955672426746807,0.4011855721892897
LeBron James,mid,8065,3076,0.7628022318660881,0.38140111593304404,0.2637258428435957
Tim Duncan,mid,7238,2959,0.817629179331307,0.4088145896656535,0.35595554244123145
Vince Carter,mid,7405,2930,0.7913571910871033,0.39567859554355167,0.34704972582837323
Richard Hamilton,mid,7013,2918,0.8321688293169828,0.4160844146584914,0.527809136750207
Sam Cassell,mid,6453,2916,0.9037656903765691,0.45188284518828453,0.5909881857312941
Chris Paul,mid,6095,2864,0.9397867104183757,0.46989335520918785,0.35127658348222
Tracy McGrady,mid,6786,2755,0.811965811965812,0.405982905982906,0.44027768766625575
Jason Terry,mid,5553,2563,0.9231046281289393,0.46155231406446967,0.35641848523748393
Paul Pierce,mid,6275,2554,0.8140239043824701,0.40701195219123504,0.3224231836399137
Chris Bosh,mid,5790,2537,0.8763385146804836,0.4381692573402418,0.46021778872903585
Michael Finley,mid,6213,2506,0.8066956381780138,0.4033478190890069,0.4400764980875478
Dwyane Wade,mid,6430,2476,0.7701399688958009,0.38506998444790047,0.3650298041441953
Ray Allen,mid,5787,2452,0.8474166234663902,0.4237083117331951,0.305318138651472
Mike Bibby,mid,5651,2417,0.855423818793134,0.427711909396567,0.45532189187011524
Allan Houston,mid,5184,2396,0.9243827160493827,0.46219135802469136,0.560856864654333
Juwan Howard,mid,5551,2380,0.8575031525851198,0.4287515762925599,0.4818576388888889
David West,mid,5195,2359,0.9081809432146295,0.45409047160731475,0.45103316548011807
Jamal Crawford,mid,5622,2356,0.8381358946993952,0.4190679473496976,0.34165907019143116
Glenn Robinson,mid,5043,2330,0.924053142970454,0.462026571485227,0.5401092427974724
Karl Malone,mid,5395,2297,0.8515291936978684,0.4257645968489342,0.5533900912914145
Chris Webber,mid,5696,2248,0.7893258426966292,0.3946629213483146,0.4459406560714006
Tony Parker,mid,5490,2245,0.8178506375227687,0.4089253187613843,0.3468317644829111
Joe Johnson,mid,5605,2243,0.80035682426405,0.400178412132025,0.31630925507900676
Russell Westbrook,mid,5788,2201,0.7605390463026952,0.3802695231513476,0.2693596425912137
Antonio McDyess,mid,5119,2138,0.8353193983199844,0.4176596991599922,0.5516163793103448
Rasheed Wallace,mid,4936,2131,0.8634521880064829,0.43172609400324147,0.38074668312249305
Steve Nash,mid,4492,2124,0.9456812110418522,0.4728406055209261,0.34843313682904126
Elton Brand,mid,4979,2122,0.8523799959831292,0.4261899979915646,0.37759745184286364
Grant Hill,mid,5109,2107,0.8248189469563515,0.41240947347817575,0.4712664883313347
Andre Miller,mid,5065,2033,0.8027640671273445,0.40138203356367225,0.38652319902319904
Jalen Rose,mid,4831,2031,0.8408197060649969,0.42040985303249845,0.49090539579311043
Zach Randolph,mid,5000,1980,0.792,0.396,0.31697730442500316
Pau Gasol,mid,4723,1956,0.8282871056531865,0.41414355282659326,0.30027338038018947
Antawn Jamison,mid,5311,1929,0.7264168706458294,0.3632084353229147,0.3120079896604394
Michael Jordan,mid,4262,1894,0.8887846081651807,0.44439230408259034,0.6422543701024713
Rudy Gay,mid,4525,1843,0.814585635359116,0.407292817679558,0.3063435109335861
Caron Butler,mid,4537,1834,0.8084637425611637,0.40423187128058186,0.4285039667548168
Monta Ellis,mid,4582,1792,0.7821911828895679,0.39109559144478395,0.3613564668769716
Jerry Stackhouse,mid,4797,1770,0.7379612257661038,0.3689806128830519,0.39680701464140955
Kurt Thomas,mid,4030,1767,0.8769230769230769,0.43846153846153846,0.5485232067510548
Carlos Boozer,mid,4241,1757,0.8285781655269984,0.4142890827634992,0.37795205418411904
Joe Smith,mid,4262,1746,0.8193336461755044,0.4096668230877522,0.5021206409048068
Latrell Sprewell,mid,4479,1734,0.7742799732083054,0.3871399866041527,0.4696937919463087
Jason Kidd,mid,4589,1732,0.7548485508825452,0.3774242754412726,0.34228388155441186
David Wesley,mid,4075,1703,0.8358282208588957,0.41791411042944787,0.4630681818181818
Tayshaun Prince,mid,4309,1699,0.7885820375957299,0.39429101879786493,0.42739535806387624
Mo Williams,mid,3828,1681,0.8782654127481714,0.4391327063740857,0.41050938337801607
Jermaine O'Neal,mid,4337,1656,0.7636615171777726,0.3818307585888863,0.39337868480725624
Nikola Vucevic,mid,3783,1652,0.873380914618028,0.436690457309014,0.2845430613012411
Al Jefferson,mid,4238,1650,0.7786691835771591,0.38933459178857954,0.3433246921581335
Stephen Curry,mid,3563,1643,0.9222565253999438,0.4611282626999719,0.19413719827821066
Kyrie Irving,mid,3538,1626,0.9191633691351045,0.4595816845675523,0.24723969252271139
Stephon Marbury,mid,4155,1622,0.7807460890493382,0.3903730445246691,0.31184329030321223
Ben Gordon,mid,3712,1619,0.8723060344827587,0.43615301724137934,0.40831591684083157
Klay Thompson,mid,3710,1607,0.8663072776280324,0.4331536388140162,0.2716555612506407
Devin Booker,mid,3530,1604,0.9087818696883853,0.45439093484419263,0.28490718321226793
Ricky Davis,mid,4020,1601,0.7965174129353234,0.3982587064676617,0.4780023781212842
Luol Deng,mid,4152,1601,0.7711946050096339,0.38559730250481694,0.36890270990670815
Anthony Davis,mid,4006,1575,0.7863205192211683,0.39316025961058415,0.2947972624917212
Shawn Marion,mid,4087,1557,0.7619280645950575,0.38096403229752873,0.2714712720026569
Al Horford,mid,3408,1547,0.9078638497652582,0.4539319248826291,0.28638655462184875
Derek Fisher,mid,3754,1542,0.8215237080447523,0.41076185402237614,0.40240111480330154
Khris Middleton,mid,3292,1534,0.9319562575941677,0.46597812879708383,0.32315696475900657
Paul George,mid,3748,1530,0.816435432230523,0.4082177161152615,0.2577007700770077
Bradley Beal,mid,3623,1514,0.8357714601159261,0.41788573005796303,0.2652075250713711
Reggie Miller,mid,3447,1508,0.8749637365825356,0.4374818682912678,0.42682020802377413
Ron Mercer,mid,3662,1502,0.8203167667941016,0.4101583833970508,0.6310529036705153
Wally Szczerbiak,mid,3340,1489,0.8916167664670659,0.44580838323353295,0.46434033087724175
Shareef Abdur-Rahim,mid,3797,1469,0.7737687648143271,0.38688438240716355,0.3297151788815561
Deron Williams,mid,3381,1451,0.8583259390712807,0.42916296953564037,0.3083728566216709
CJ McCollum,mid,3187,1450,0.9099466582993411,0.45497332914967054,0.24579669905907758
Damon Stoudamire,mid,3665,1449,0.7907230559345156,0.3953615279672578,0.3844540018881779
Cuttino Mobley,mid,3672,1437,0.7826797385620915,0.39133986928104575,0.36800962116656644
Chauncey Billups,mid,3518,1418,0.8061398521887436,0.4030699260943718,0.3082719943918682
P.J. Brown,mid,3264,1404,0.8602941176470589,0.43014705882352944,0.4949203942380591
Kawhi Leonard,mid,3104,1403,0.9039948453608248,0.4519974226804124,0.2892015279977639
Larry Hughes,mid,3822,1400,0.7326007326007326,0.3663003663003663,0.41543478260869565
Terrell Brandon,mid,3229,1398,0.8659027562712914,0.4329513781356457,0.6341319717203456
Luke Ridnour,mid,3076,1395,0.9070221066319896,0.4535110533159948,0.452286428466402
Derrick Rose,mid,3294,1391,0.8445658773527626,0.4222829386763813,0.3050564919429524
Richard Jefferson,mid,3492,1375,0.7875143184421535,0.39375715922107674,0.31462293900351385
Peja Stojakovic,mid,3423,1367,0.7987145778556821,0.39935728892784106,0.3193990855649902
Serge Ibaka,mid,2925,1351,0.9237606837606838,0.4618803418803419,0.32806191117092864
Rashard Lewis,mid,3353,1344,0.8016701461377871,0.40083507306889354,0.2687129347651867
Zydrunas Ilgauskas,mid,3374,1340,0.7943094250148192,0.3971547125074096,0.3815878760461434
Al Harrington,mid,3369,1327,0.7877708518848323,0.39388542594241616,0.29766743240855276
Corey Maggette,mid,3490,1324,0.7587392550143266,0.3793696275071633,0.38911807336380866
Kirk Hinrich,mid,3226,1305,0.8090514569125853,0.40452572845629264,0.3786384976525822
Drew Gooden,mid,3132,1300,0.8301404853128991,0.41507024265644954,0.4213075060532688
Amar'e Stoudemire,mid,3054,1281,0.8388998035363457,0.4194499017681729,0.2774093923153783
JJ Redick,mid,2793,1279,0.9158610812746151,0.45793054063730754,0.31171875
Gary Payton,mid,3427,1278,0.7458418441785819,0.37292092208929095,0.27099478095840585
