player_name,shot_type,fga,fgm,pps,fg_pct,rate
De'Andre Hunter,corner,116,43,1.1120689655172413,0.3706896551724138,0.15223097112860892
Anthony Edwards,3pt_above,711,277,1.1687763713080168,0.38959212376933894,0.44106699751861045
Stephen Curry,3pt_above,699,270,1.1587982832618027,0.38626609442060084,0.5556438791732909
Malik Beasley,3pt_above,599,231,1.1569282136894825,0.38564273789649417,0.5592903828197946
Jayson Tatum,3pt_above,683,230,1.0102489019033676,0.3367496339677892,0.4662116040955631
James Harden,3pt_above,638,223,1.04858934169279,0.3495297805642633,0.49266409266409267
Jordan Poole,3pt_above,565,216,1.1469026548672567,0.3823008849557522,0.5345316934720908
Tyler Herro,3pt_above,589,214,1.0899830220713074,0.3633276740237691,0.4274310595065312
Derrick White,3pt_above,568,212,1.119718309859155,0.3732394366197183,0.5922836287799792
Payton Pritchard,3pt_above,522,207,1.1896551724137931,0.39655172413793105,0.6027713625866051
Jalen Green,3pt_above,587,206,1.0528109028960817,0.35093696763202725,0.40848990953375086
Donovan Mitchell,3pt_above,568,203,1.0721830985915493,0.3573943661971831,0.4303030303030303
Tyrese Haliburton,3pt_above,518,199,1.1525096525096525,0.3841698841698842,0.5149105367793241
Trae Young,3pt_above,591,196,0.9949238578680203,0.3316412859560068,0.42950581395348836
Zach LaVine,3pt_above,442,195,1.3235294117647058,0.4411764705882353,0.36140637775960754
Anfernee Simons,3pt_above,534,194,1.0898876404494382,0.36329588014981273,0.4746666666666667
Coby White,3pt_above,503,185,1.10337972166998,0.36779324055666,0.4487065120428189
Darius Garland,3pt_above,445,180,1.2134831460674158,0.4044943820224719,0.379045996592845
Damian Lillard,3pt_above,482,180,1.120331950207469,0.37344398340248963,0.48588709677419356
Austin Reaves,3pt_above,462,168,1.0909090909090908,0.36363636363636365,0.4455159112825458
Luka Dončić,3pt_above,456,167,1.0986842105263157,0.36622807017543857,0.4448780487804878
LaMelo Ball,3pt_above,478,163,1.0230125523012552,0.3410041841004184,0.4765702891326022
Michael Porter Jr.,3pt_above,426,161,1.1338028169014085,0.3779342723004695,0.4064885496183206
Shai Gilgeous-Alexander,3pt_above,420,158,1.1285714285714286,0.3761904761904762,0.2536231884057971
Devin Booker,3pt_above,476,157,0.9894957983193278,0.32983193277310924,0.3352112676056338
Klay Thompson,3pt_above,397,156,1.1788413098236776,0.3929471032745592,0.4526795895096921
Norman Powell,3pt_above,362,153,1.2679558011049723,0.42265193370165743,0.38306878306878306
Buddy Hield,3pt_above,414,151,1.0942028985507246,0.3647342995169082,0.5267175572519084
Duncan Robinson,3pt_above,384,149,1.1640625,0.3880208333333333,0.579185520361991
CJ McCollum,3pt_above,391,147,1.1278772378516624,0.37595907928388744,0.391
Tyrese Maxey,3pt_above,433,147,1.0184757505773672,0.3394919168591224,0.39688359303391385
Fred VanVleet,3pt_above,412,143,1.0412621359223302,0.3470873786407767,0.5428194993412385
Isaiah Joe,3pt_above,377,142,1.129973474801061,0.376657824933687,0.641156462585034
Jamal Murray,3pt_above,357,141,1.184873949579832,0.3949579831932773,0.3184656556645852
Cade Cunningham,3pt_above,397,141,1.0654911838790933,0.35516372795969775,0.272477693891558
Dillon Brooks,3pt_above,351,141,1.205128205128205,0.4017094017094017,0.39217877094972065
Desmond Bane,3pt_above,335,138,1.2358208955223882,0.41194029850746267,0.3290766208251473
Keyonte George,3pt_above,433,138,0.9561200923787528,0.3187066974595843,0.47116430903155604
LeBron James,3pt_above,359,136,1.1364902506963788,0.3788300835654596,0.2826771653543307
Donte DiVincenzo,3pt_above,349,136,1.169054441260745,0.38968481375358166,0.5885328836424958
Karl-Anthony Towns,3pt_above,316,135,1.2816455696202531,0.4272151898734177,0.26008230452674896
Naz Reid,3pt_above,351,133,1.1367521367521367,0.3789173789173789,0.38028169014084506
Victor Wembanyama,3pt_above,376,133,1.0611702127659575,0.3537234042553192,0.4387397899649942
Nikola Jokić,3pt_above,316,130,1.2341772151898733,0.41139240506329117,0.2316715542521994
Gary Trent Jr.,3pt_above,326,129,1.187116564417178,0.39570552147239263,0.4961948249619482
Myles Turner,3pt_above,338,128,1.136094674556213,0.378698224852071,0.41676942046855736
Jalen Brunson,3pt_above,338,128,1.136094674556213,0.378698224852071,0.2816666666666667
Tim Hardaway Jr.,3pt_above,344,125,1.0901162790697674,0.3633720930232558,0.5058823529411764
Trey Murphy III,3pt_above,365,124,1.0191780821917809,0.33972602739726027,0.43504171632896305
Luguentz Dort,3pt_above,301,123,1.2259136212624584,0.40863787375415284,0.5075885328836425
Chris Paul,3pt_above,322,123,1.1459627329192548,0.38198757763975155,0.5523156089193825
DeMar DeRozan,mid,640,293,0.915625,0.4578125,0.4892966360856269
Shai Gilgeous-Alexander,mid,348,174,1.0,0.5,0.21014492753623187
Devin Booker,mid,325,168,1.0338461538461539,0.5169230769230769,0.22887323943661972
Kevin Durant,mid,286,152,1.062937062937063,0.5314685314685315,0.25444839857651247
Jamal Murray,mid,278,125,0.8992805755395683,0.44964028776978415,0.247992863514719
Giannis Antetokounmpo,mid,283,125,0.8833922261484098,0.4416961130742049,0.21455648218347234
Mikal Bridges,mid,211,107,1.014218009478673,0.5071090047393365,0.17836010143702452
Jalen Brunson,mid,227,102,0.8986784140969163,0.44933920704845814,0.18916666666666668
Jalen Williams,mid,209,96,0.9186602870813397,0.45933014354066987,0.17893835616438356
LeBron James,mid,218,95,0.8715596330275229,0.43577981651376146,0.17165354330708663
Paolo Banchero,mid,218,91,0.8348623853211009,0.41743119266055045,0.23929747530186607
Devin Vassell,mid,191,87,0.9109947643979057,0.45549738219895286,0.21484814398200225
Cade Cunningham,mid,191,86,0.900523560209424,0.450261780104712,0.13109128345916266
Zach LaVine,mid,213,85,0.7981220657276995,0.39906103286384975,0.17416189697465248
Jayson Tatum,mid,212,84,0.7924528301886793,0.39622641509433965,0.1447098976109215
Donovan Mitchell,mid,197,84,0.8527918781725888,0.4263959390862944,0.14924242424242423
Bam Adebayo,mid,181,82,0.9060773480662984,0.4530386740331492,0.16262353998203055
Shaedon Sharpe,mid,174,80,0.9195402298850575,0.45977011494252873,0.15760869565217392
De'Aaron Fox,mid,194,80,0.8247422680412371,0.41237113402061853,0.16680997420464316
Scottie Barnes,mid,202,80,0.7920792079207921,0.39603960396039606,0.19002822201317027
Anthony Davis,mid,186,79,0.8494623655913979,0.42473118279569894,0.2043956043956044
Jalen Green,mid,218,79,0.7247706422018348,0.3623853211009174,0.15170494084899094
Pascal Siakam,mid,206,79,0.7669902912621359,0.38349514563106796,0.17428087986463622
Damian Lillard,mid,165,79,0.9575757575757575,0.47878787878787876,0.1663306451612903
Anthony Edwards,mid,210,79,0.7523809523809524,0.3761904761904762,0.13027295285359802
Tyrese Haliburton,mid,155,75,0.967741935483871,0.4838709677419355,0.1540755467196819
Darius Garland,mid,169,74,0.8757396449704142,0.4378698224852071,0.14395229982964225
Kyrie Irving,mid,174,71,0.8160919540229885,0.40804597701149425,0.18412698412698414
Bobby Portis,mid,170,71,0.8352941176470589,0.4176470588235294,0.2857142857142857
Trae Young,mid,155,70,0.9032258064516129,0.45161290322580644,0.11264534883720931
Kevin Porter Jr.,mid,153,70,0.9150326797385621,0.45751633986928103,0.23466257668711657
Kawhi Leonard,mid,146,70,0.958904109589041,0.4794520547945205,0.23434991974317818
Klay Thompson,mid,168,68,0.8095238095238095,0.40476190476190477,0.19156214367160776
Bub Carrington,mid,143,68,0.951048951048951,0.4755244755244755,0.19117647058823528
Anfernee Simons,mid,140,66,0.9428571428571428,0.4714285714285714,0.12444444444444444
Stephen Curry,mid,130,65,1.0,0.5,0.10333863275039745
Paul George,mid,155,65,0.8387096774193549,0.41935483870967744,0.2719298245614035
Dennis Schröder,mid,138,64,0.927536231884058,0.463768115942029,0.16686819830713423
Jaylen Brown,mid,160,64,0.8,0.4,0.14311270125223613
Luka Dončić,mid,157,61,0.7770700636942676,0.3885350318471338,0.15317073170731707
Chris Paul,mid,130,61,0.9384615384615385,0.46923076923076923,0.22298456260720412
Nikola Jokić,mid,116,60,1.0344827586206897,0.5172413793103449,0.08504398826979472
T.J. McConnell,mid,134,60,0.8955223880597015,0.44776119402985076,0.21474358974358973
Desmond Bane,mid,117,58,0.9914529914529915,0.49572649572649574,0.11493123772102161
Tyler Herro,mid,133,58,0.8721804511278195,0.43609022556390975,0.0965166908563135
Victor Wembanyama,mid,142,57,0.8028169014084507,0.4014084507042254,0.16569428238039674
Andrew Nembhard,mid,122,56,0.9180327868852459,0.45901639344262296,0.22634508348794063
CJ McCollum,mid,135,56,0.8296296296296296,0.4148148148148148,0.135
Bradley Beal,mid,133,56,0.8421052631578947,0.42105263157894735,0.19164265129682997
Kentavious Caldwell-Pope,mid,104,55,1.0576923076923077,0.5288461538461539,0.19117647058823528
